timestamp,time,open,high,low,close
2026-01-05 17:00:00+0900,1767600000,157.183,157.231,156.974,156.99
2026-01-05 19:00:00+0900,1767607200,156.989,157.038,156.687,156.925
2026-01-05 21:00:00+0900,1767614400,156.924,156.935,156.528,156.621
2026-01-05 23:00:00+0900,1767621600,156.622,156.975,156.463,156.822
2026-01-06 01:00:00+0900,1767628800,156.822,156.853,156.452,156.577
2026-01-06 03:00:00+0900,1767636000,156.577,156.585,156.265,156.329
2026-01-06 05:00:00+0900,1767643200,156.329,156.358,156.112,156.227
2026-01-06 07:00:00+0900,1767650400,156.227,156.409,156.179,156.303
2026-01-06 09:00:00+0900,1767657600,156.304,156.644,156.224,156.614
2026-01-06 11:00:00+0900,1767664800,156.61,156.793,156.449,156.449
2026-01-06 13:00:00+0900,1767672000,156.449,156.5,156.266,156.356
2026-01-06 15:00:00+0900,1767679200,156.356,156.446,156.236,156.429
2026-01-06 17:00:00+0900,1767686400,156.428,156.476,156.229,156.333
2026-01-06 19:00:00+0900,1767693600,156.333,156.478,156.161,156.374
2026-01-06 21:00:00+0900,1767700800,156.374,156.535,156.276,156.447
2026-01-06 23:00:00+0900,1767708000,156.445,156.58,156.296,156.369
2026-01-07 01:00:00+0900,1767715200,156.369,156.687,156.304,156.575
2026-01-07 03:00:00+0900,1767722400,156.574,156.74,156.568,156.688
2026-01-07 05:00:00+0900,1767729600,156.687,156.748,156.61,156.628
2026-01-07 07:00:00+0900,1767736800,156.628,156.672,156.556,156.628
2026-01-07 09:00:00+0900,1767744000,156.611,156.7,156.575,156.66
2026-01-07 11:00:00+0900,1767751200,156.66,156.807,156.537,156.715
2026-01-07 13:00:00+0900,1767758400,156.715,156.726,156.505,156.561
2026-01-07 15:00:00+0900,1767765600,156.561,156.584,156.364,156.383
2026-01-07 17:00:00+0900,1767772800,156.383,156.513,156.294,156.484
2026-01-07 19:00:00+0900,1767780000,156.484,156.585,156.432,156.46
2026-01-07 21:00:00+0900,1767787200,156.461,156.58,156.441,156.51
